Drug Name	Gene Symbol
Bopindolol	ADRB1|ADRB2|ADRB3|HTR1A|HTR1B
Vecuronium	CHRNA2
Rescinnamine	ACE
6-[(5-CHLORO-3-METHYL-1-BENZOFURAN-2-YL)SULFONYL]PYRIDAZIN-3(2H)-ONE	AKR1B1
1-[(2R)-2-aminobutanoyl]-N-(4-carbamimidoylbenzyl)-L-prolinamide	F2
methyl (1R,2S)-2-(hydroxycarbamoyl)-1-{4-[(2-methylquinolin-4-yl)methoxy]benzyl}cyclopropanecarboxylate	ADAM17
Urea	CTNNB1|ARG1|CA2
5-FLUORO-1-[4-(4-PHENYL-3,6-DIHYDROPYRIDIN-1(2H)-YL)BUTYL]QUINAZOLINE-2,4(1H,3H)-DIONE	PARP1
4-(Aminosulfonyl)-N-[(2,5-Difluorophenyl)Methyl]-Benzamide	CA2
Reidispongiolide C	ACTA1
N-[4-(AMINOSULFONYL)BENZYL]-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE	HSP90AA1
SCH-530348	F2R
2-[(2,4-DICHLOROBENZOYL)AMINO]-5-(PYRIMIDIN-2-YLOXY)BENZOIC ACID	NCOA2|PPARG|RXRA
Bromodiphenhydramine	HRH1
2-(2-Hydroxy-Phenyl)-1h-Benzoimidazole-5-Carboxamidine	PRSS1|F2|PLAU
2-CHLORO-N-[(3R)-2-OXO-1,2,3,4-TETRAHYDROQUINOLIN-3-YL]-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE	PYGM
Riluzole	SCN5A|SLC7A11
P54	NFKB1|NFKB2
CR665	OPRK1
N1-(2-AMINO-4-METHYLPENTYL)OCTAHYDRO-PYRROLO[1,2-A] PYRIMIDINE	ATP5C1|ATP5B|ATP5A1
4-(2-chlorophenyl)-8-(2-hydroxyethyl)-6-methylpyrrolo[3,4-e]indole-1,3(2H,6H)-dione	WEE1
3-hydroxyglutaric acid	HMGCL
2,6-Dihydroanthra/1,9-Cd/Pyrazol-6-One	TTK|MAPK8|MAPK10|MAPK8IP1
METHYL-PHE-PRO-AMINO-CYCLOHEXYLGLYCINE	F2
5-Alpha-Androstane-3-Beta,17beta-Diol	ESR2
N-[4-Hydroxymethyl-Cyclohexan-6-Yl-1,2,3-Triol]-4,6-Dideoxy-4-Aminoglucopyranoside	AMY2A|AMY2B
1-GUANIDINO-4-(N-NITRO-BENZOYLAMINO-L-LEUCYL-L-PROLYLAMINO)BUTANE	F2
5-[4-(DIMETHYLAMINO)PHENYL]-6-[(6-MORPHOLIN-4-YLPYRIDIN-3-YL)ETHYNYL]PYRIMIDIN-4-AMINE	ADK
L-Glutamine	GLUL|PPAT|CTPS1
1-Azepan-1-Yl-2-Phenyl-2-(4-Thioxo-1,4-Dihydro-Pyrazolo[3,4-D]Pyrimidin-5-Yl)Ethanone Adduct	HSD17B10
Myristoyl-Coa	NMT2
4-[5-Pyridin-4-Yl-1h-[1,2,4]Triazol-3-Yl]-Pyridine-2-Carbonitrile	XDH
Raloxifene	ESR2|ESR1
Ribostamycin	P4HB
2-(4-Morpholinyl)-8-Phenyl-4h-1-Benzopyran-4-One	PIK3CG|PIM1
2-[(2-methoxyethyl)amino]-4-(4-oxo-1,2,3,4-tetrahydro-9H-carbazol-9-yl)benzamide	HSP90AA1
(5E,14E)-11-oxoprosta-5,9,12,14-tetraen-1-oic acid	PPARG
Metoprolol	ADRB1|ADRB2
Coa-S-Acetyl 5-Bromotryptamine	AANAT
Di-Stearoyl-3-Sn-Phosphatidylethanolamine	PSAP
Anisindione	GGCX
Cyclohexyl-{4-[5-(3,4-Dichlorophenyl)-2-Piperidin-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine	MAPK10
3-Hydroxy-Myristic Acid	LY96|TLR4
Hexatantalum Dodecabromide	CAMK2A|UBA1
(7S)-2-(2-aminopyrimidin-4-yl)-7-(2-fluoroethyl)-1,5,6,7-tetrahydro-4H-pyrrolo[3,2-c]pyridin-4-one	GSK3B
Pentostatin	ADA
Meclofenamic acid	PTGS2|PTGS1|KCNQ2|ALOX5|KCNQ3
N-Alpha-Acetyl-3,5-Diiodotyrosylglycine	PAM
1-[3,3-Dimethyl-2-(2-Methylamino-Propionylamino)-Butyryl]-Pyrrolidine-2-Carboxylic Acid(1,2,3,4-Tetrahydro-Naphthalen-1-Yl)-Amide	XIAP
4-(acetylamino)-N-(4-fluorophenyl)-1H-pyrazole-3-carboxamide	CDK2
Ketobemidone	GRIN3A|GRIN3B|GRIN2B|GRIN2C|OPRM1|GRIN2A|OPRD1|GRIN2D|OPRK1|GRIN1
Naftifine	SQLE
2,3-Difluorobenzyl Alcohol	ADH1C
1-((1R)-1-(HYDROXYMETHYL)-3-{6-[(3-PHENYLPROPANOYL)AMINO]-1H-INDOL-1-YL}PROPYL)-1H-IMIDAZOLE-4-CARBOXAMIDE	ADA
Dronabinol	CNR1|CNR2
Quetiapine	ADRA2A|ADRA2B|ADRA2C|HTR2A|HTR2C|HRH1|CHRM5|CHRM4|CHRM3|CHRM2|CHRM1|HTR6|HTR7|ADRA1A|ADRA1B|ADRA1D|DRD4|DRD5|DRD2|DRD3|DRD1|HTR3A|HTR1D|HTR1E|HTR1A|HTR1B
3-(2-Benzothiazolylthio)-1-Propanesulfonic Acid	TPI1
Mivacurium	BCHE|CHRM3|CHRM2|CHRNA2
N-(4-CHLOROPHENYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE	PNMT
(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yl)-Phosphoramidic Acid Dimethyl Ester	PYGM
Cocaine	SLC6A3|SLC6A2|SLC6A4|CHRM2|CHRM1|SCN5A
Pentazocine	OPRK1|OPRM1|SIGMAR1
3-(2-CHLOROPHENYL)-1-(2-{[(1S)-2-HYDROXY-1,2-DIMETHYLPROPYL]AMINO}PYRIMIDIN-4-YL)-1-(4-METHOXYPHENYL)UREA	MAPK14
4-(1,3-BENZODIOXOL-5-YLOXY)-2-[4-(1H-IMIDAZOL-1-YL)PHENOXY]-6-METHYLPYRIMIDINE	NOS2
Trospium	CHRM1
3,8-Diamino-6-Phenyl-5-[6-[1-[2-[(1,2,3,4-Tetrahydro-9-Acridinyl)Amino]Ethyl]-1h-1,2,3-Triazol-5-Yl]Hexyl]-Phenanthridinium	ACHE
Chlordiazepoxide	GABRB3|GABRG3|GABRG2|GABRG1|GABRQ|GABRP|GABRD|GABRE|GABRB1|GABRA5|GABRA4|GABRB2|GABRA6|GABRA1|GABRA3|GABRA2
Fluvoxamine	SLC6A4
{4-[2-Acetylamino-2-(3-Carbamoyl-2-Cyclohexylmethoxy-6,7,8,9-Tetrahydro-5h-Benzocyclohepten-5ylcarbamoyl)-Ethyl]-2-Phosphono-Phenyl}-Phosphonic Acid	LCK
3'-Phosphate-Adenosine-5'-Phosphate Sulfate	SULT1E1
Quinestrol	ESR1
Heparin Disaccharide I-S	CCL5
Vinorelbine	TUBB
AL5927	CA2
[(2r,3s,4s,5r)-3,4,5-Trihydroxytetrahydrofuran-2-Yl]Methyl Dihydrogen Phosphate	NUDT9
Meloxicam	PTGS2|PTGS1
5-phenyl-1H-indazol-3-amine	JAK2
Fondaparinux sodium	F10|SERPINC1
5-AMINO-3-{[4-(AMINOSULFONYL)PHENYL]AMINO}-N-(2,6-DIFLUOROPHENYL)-1H-1,2,4-TRIAZOLE-1-CARBOTHIOAMIDE	CSNK1G3|CLK3|ABL2|CAMK4|SLK
MGCD-0103	HDAC1|HDAC3|HDAC2
(S)-Wiskostatin	WAS
Alteplase	PLG|PLAUR|SERPINE1|FGA
5-Chloro-1h-Indole-2-Carboxylic Acid{[Cyclopentyl-(2-Hydroxy-Ethyl)-Carbamoyl]-Methyl}-Amide	PYGL
Calcidiol	VDR
2-({2-[(3R)-3-AMINOPIPERIDIN-1-YL]-4-OXOQUINAZOLIN-3(4H)-YL}METHYL)BENZONITRILE	DPP4
Cinalukast	CYSLTR1
S-Oxy Cysteine	PREP|SOD1
Crotonaldehyde	ALDH2
N-(4-ACETYLPHENYL)-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE	HSP90AA1
Teriflunomide	DHODH
5-[4-(1-Carboxymethyl-2-Oxo-Propylcarbamoyl)-Benzylsulfamoyl]-2-Hydroxy-Benzoic Acid	CASP3
Zaleplon	GABRA1|TSPO
(2S)-2-(4-{[3-CHLORO-5-(TRIFLUOROMETHYL)PYRIDIN-2-YL]OXY}PHENOXY)PROPANOIC ACID	ACACB
Deserpidine	SLC18A2
L-Serine	AGXT|SRR|CBS|SPTLC2|SPTLC1|SARS
Hydroxychloroquine	TLR9|TLR7
2-[Trans-(4-Aminocyclohexyl)Amino]-6-(Benzyl-Amino)-9-Cyclopentylpurine	CDK2
TRANS-4-(GUANIDINOMETHYL)-CYCLOHEXANE-L-YL-D-3-CYCLOHEXYLALANYL-L-AZETIDINE-2-YL-D-TYROSINYL-L-HOMOARGININAMIDE	F2
(3AS,4R,9BR)-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-9-OL	ESR1
3-Decyl-2,5-Dioxo-4-Hydroxy-3-Pyrroline	HAO1
Lurasidone	DRD2|ADRA2A|ADRA2C|HTR7|HTR2A|HTR1A
Estazolam	GABRA6|GABRG3|GABRR1|GABRG1|GABRR3|GABRA4|GABRP|GABRD|GABRE|GABRQ|GABRG2|GABRA5|GABRB1|GABRB2|GABRB3|GABRA1|GABRR2|GABRA3|GABRA2
6-CARBAMIMIDOYL-2-[2-HYDROXY-6-(4-HYDROXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID	F2
Zidovudine	TERT
2-(2-METHYLPHENYL)-1H-INDOLE-5-CARBOXIMIDAMIDE	PRSS1
Pyridoxal	PDXK
6-PHENYL[5H]PYRROLO[2,3-B]PYRAZINE	CDK5R1|CDK5
3,4-Dihydro-5-Methyl-Isoquinolinone	PARP1
3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid (4-Sulfamoyl-Phenyl)-Amide	PTPN1
Dyphylline	ADORA2A|ADORA1|PDE7B|PDE4A|PDE4B|PDE4C|PDE4D
3,4-Dihydroxycinnamic Acid	MIF
Indirubin-5-Sulphonate	PYGM
Fleroxacin	TOP2A
4-{[(2-OXO-1,2-DIHYDRO-3H-INDOL-3-YLIDENE)METHYL]AMINO}-N-(1,3-THIAZOL-2-YL)BENZENESULFONAMIDE	CDK2
Al-6619, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Hydroxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]	CA2
Carboxymethylthio-3-(3-Chlorophenyl)-1,2,4-Oxadiazol	CTH
Reglixane	PPARG|PPARA
N-(7-CARBAMIMIDOYL-NAPHTHALEN-1-YL)-3-HYDROXY-2-METHYL-BENZAMIDE	F11
4-(2-aminoethyl)-2-cyclohexylphenol	BACE1
Farletuzumab	FOLR1
(E)-[4-(3,5-difluorophenyl)-3H-pyrrolo[2,3-b]pyridin-3-ylidene](3-methoxyphenyl)methanol	FGFR1
Chlorpropamide	ABCC8
Tanaproget	PGR
S-(Dimethylarsenic)Cysteine	TLR2|NOS3|XRCC4|COPG1
5,6-Cyclic-Tetrahydropteridine	NOS3
Rimonabant	CNR1
4-[(5-CHLOROINDOL-2-YL)SULFONYL]-2-(2-METHYLPROPYL)-1-[[5-(PYRIDIN-4-YL)PYRIMIDIN-2-YL]CARBONYL]PIPERAZINE	F10
CAD106	APP
N-Cyclopentyl-N-Cyclobutylformamide	ADH1A
Butabarbital	GABRB3|GABRA6|GRIA2|GABRG2|GRIK2|GABRQ|GABRP|GABRD|CHRNA4|GABRE|GABRG3|GABRB1|GABRA5|GABRA4|GABRB2|GABRA1|GABRG1|GABRA3|GABRA2
Quinonoid 7,8-Tetrahydrobiopterin	PAH
Lubiprostone	CLCN2
N-Alpha-(2-Naphthylsulfonyl)-N-(3-Amidino-L-Phenylalaninyl)-D-Pipecolinic Acid	PRSS1
(3S)-3-cyclopentyl-6-methyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2H-1,2,4-benzothiadiazine 1,1-dioxide	GRIA2
1-ETHOXYCARBONYL-D-PHE-PRO-2(4-AMINOBUTYL)HYDRAZINE	F2
Necitumumab	EGFR
Argatroban	F2
gallium maltolate	RRM1
N-({(1R)-1-carboxy-2-[(4-fluorobenzyl)sulfanyl]ethyl}carbamoyl)-L-glutamic acid	FOLH1
3-HYDROXYPROPYL 3-[({7-[AMINO(IMINO)METHYL]-1-NAPHTHYL}AMINO)CARBONYL]BENZENESULFONATE	F11
Benzene Hexacarboxylic Acid	PGAM2
(2Z)-2-cyano-N-(2,2'-dichlorobiphenyl-4-yl)-3-hydroxybut-2-enamide	DHODH
N-Cholylglycine	FABP6
Glucose-6-Phosphate	GPI
2-(2-CHLORO-4-FLUOROPHENOXY)-2-METHYL-N-[(1R,2S,3S,5S,7S)-5-(METHYLSULFONYL)-2-ADAMANTYL]PROPANAMIDE	HSD11B1
Fotemustine	TXNRD1
Menadione	F2|GGCX|PROZ|F7|F9|NQO2|NQO1|BGLAP|PROS1|F10|VKORC1L1|PROC|VKORC1
XOMA 052	IL1B
NXN-188	HTR1D|NOS1|HTR1B
Guanfacine	ADRA2A|ADRA2B
Quinapril	ACE
2-[(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)AMINO]ETHANOL	CHEK1
Adenylosuccinic Acid	ADSSL1
2-(6-CHLORO-3-{[2,2-DIFLUORO-2-(2-PYRIDINYL)ETHYL]AMINO}-2-OXO-1(2H)-PYRAZINYL)-N-[(2-FLUORO-6-PYRIDINYL)METHYL]ACETAMIDE	F2
5-[(4-Methylphenyl)Sulfanyl]-2,4-Quinazolinediamine	DHFRL1
Linaclotide	GUCY2C
Bis-Benzamidine	PRSS1
3-Aminosuccinimide	LYZ
Olcegepant	CALCA
(S)-2-Amino-3-(1,3,5,7-Pentahydro-2,4-Dioxo-Cyclopenta[E]Pyrimidin-1-Yl) Proionic Acid	GRIA2
Teniposide	TOP2A
Ceritinib	ALK
ado-trastuzumab emtansine	ERBB2
4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZENESULFONAMIDE	CDK2|CCNA2
C-(1-Azido-Alpha-D-Glucopyranosyl) Formamide	PYGM
SRT501	SIRT1
Mepolizumab	IL5
Pyruvic acid	PKLR|SLC16A8|SLC16A1|SLC16A3|SLC16A5|SLC16A4|SLC16A7|AGXT2|PC|ABAT|PDHB|SLC16A6|PKM
6-(4-Difluoromethoxy-3-Methoxy-Phenyl)-2h-Pyridazin-3-One	PDE4D
Fospropofol	GABRB2|GABRB3
4-{3-CHLORO-4-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-PHENOXY}-BUTYRIC ACID	PYGM
CRA_10972	PRSS1
Dihomo-gamma-linolenic acid	PTGS2|PTGS1
8-(Pyrimidin-2-Ylamino)Naphthalene-2-Carboximidamide	PLAU
N-(2-CHLORO-4-FLUOROBENZOYL)-N'-(5-HYDROXY-2-METHOXYPHENYL)UREA	PYGL
2-CHLORO-4-[(7R,7AS)-7-HYDROXY-1,3-DIOXOTETRAHYDRO-1H-PYRROLO[1,2-C]IMIDAZOL-2(3H)-YL]-3-METHYLBENZONITRILE	AR
2-(2-HYDROXYETHYLAMINO)-6-(3-CHLOROANILINO)-9-ISOPROPYLPURINE	CSNK1G1|MERTK
NOX-700	NFKB1|NFKB2
Phenylbutazone	PTGS2|PTGS1|PTGIS
(1-Tert-Butyl-5-Hydroxy-1h-Pyrazol-4-Yl)-(6-Methanesulfonyl-4'-Methoxy-2-Methyl-Biphenyl-3-Yl)-Methanone	HPD
(3E)-4-(1-METHYL-1H-INDOL-3-YL)BUT-3-EN-2-ONE	KAT2B
N-Cyclohexyl-N'-(4-Iodophenyl)Urea	EPHX2
S-propylamine-L-cysteine	ARG1
Alimemazine	HRH1
Olopatadine	S100B|HRH1|S100A13|S100A12|S100A1|S100A2
Interferon alfacon-1	IFNAR2|IFNAR1
H TYPE I TRISACCHARIDE	ABO
1-{2-[(4-CHLOROPHENYL)AMINO]-2-OXOETHYL}-N-(1-ISOPROPYLPIPERIDIN-4-YL)-1H-INDOLE-2-CARBOXAMIDE	F10
Lomefloxacin	TOP2A
(2S)-2-{[3-(3-aminophenyl)imidazo[1,2-b]pyridazin-6-yl]amino}-3-methylbutan-1-ol	GSG2
7-(5-DEOXY-BETA-D-RIBOFURANOSYL)-5-IODO-7H-PYRROLO[2,3-D]PYRIMIDIN-4-AMINE	ADK
3,4-DIHYDRO-4-OXO-3-((5-TRIFLUOROMETHYL-2-BENZOTHIAZOLYL)METHYL)-1-PHTHALAZINE ACETIC ACID	AKR1B1|AKR1B10
Chitotriose	LYZ
Beta-Dadf, Msa, Multisubstrate Adduct Inhibitor	ATIC
Mianserin	SLC6A3|SLC6A2|SLC6A4|ADRA2A|ADRA2B|ADRA2C|HRH4|HTR2A|HTR2C|HTR2B|HRH1|HTR6|HTR7|OPRK1|ADRA1A|ADRA1B|ADRA1D|DRD5|DRD2|DRD3|DRD1|HTR1F|HTR1A
Probenecid	PANX1|SLC22A6|SLC22A11
S-Ethylisothiourea	NOS2
4-{2,4-Bis[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid	PYGM
Ethotoin	SCN5A
(2R)-3-{[{[(2S)-2,3-DIHYDROXYPROPYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-2-[(9E)-HEXADEC-9-ENOYLOXY]PROPYL (9E)-OCTADEC-9-ENOATE	NR5A1
Edrophonium	ACHE|BCHE
[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile	SRC
(CHLOROACETYL)CARBAMIC ACID (3R,4S,5S,5R)-5-METHOXY-4-[(2R,3R)-2-METHYL-3-(3-METHYL-2-BUTENYL)OXIRANYL]-1-OXASPIRO[2.5]OCT-6-YL ESTER	METAP2
(1R)-2-{[AMINO(IMINO)METHYL]AMINO}-1-{4-[(4R)-4-(HYDROXYMETHYL)-1,3,2-DIOXABOROLAN-2-YL]PHENYL}ETHYL NICOTINATE	F11
Prochlorperazine	DRD2
4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Yl]-(4-Trifluoromethyl-Phenyl)-Amine	CDK2|CCNA2
Flurazepam	GABRB3|GABRG3|GABRR1|GABRG1|GABRG2|GABRQ|GABRP|GABRD|GABRR3|GABRE|GABRB1|GABRA5|GABRA4|GABRB2|GABRA6|GABRA1|GABRR2|GABRA3|GABRA2
2,2'-{[9-(HYDROXYIMINO)-9H-FLUORENE-2,7-DIYL]BIS(OXY)}DIACETIC ACID	CHEK1
Allylestrenol	PGR|ESR1
N-[(2-AMINO-6-METHYLPYRIMIDIN-4-YL)METHYL]-3-{[(E)-(2-OXODIHYDROFURAN-3(2H)-YLIDENE)METHYL]AMINO}BENZENESULFONAMIDE	HSP90AA1
RU78191	SRC
Rolicyclidine	GRIN3A|DRD2
D-Methionine	METAP2
Elaidoylamide	PLA2G2A
Pethidine	SLC6A3|SLC6A2|SLC6A4|CHRM5|CHRM4|CHRM3|CHRM2|CHRM1|GRIN2B|GRIN2C|OPRM1|GRIN2A|GRIN2D|OPRK1|GRIN1
4-[(3-CHLORO-4-{[(2R)-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANOYL]AMINO}PHENYL)SULFONYL]-N,N-DIMETHYLBENZAMIDE	PDK1
Guanosine-5'-Monophosphate	TGM3|DLG4|ATIC|GUK1|PDE5A|HINT1|GMPR
N-(Phosphonoacetyl)-L-Ornithine	OTC
Levonordefrin	ADRA1A|SLC6A2
Pegademase bovine	GRB2
Hydrocortamate	NR3C1
7-Hydroxystaurosporine	PDPK1
Trovafloxacin	TOP2A
Primidone	GABRB3|GRIA2|GABRG2|GRIK2|GABRQ|GABRD|GABRP|CHRNA4|GABRE|GABRG3|GABRB1|GABRA5|GABRA4|GABRB2|GABRA6|GABRA1|GABRG1|GABRA3|GABRA2
Methyldopa	DDC|ADRA2A
1-Octadecyl-2-Acetamido-2-Deoxy-Sn-Glycerol-3-Phosphoethylmethyl Sulfide	PLA2G2A
Lorazepam	GABRB3|GABRG3|TSPO|GABRG1|GABRG2|GABRQ|GABRP|GABRD|GABRE|GABRB1|GABRA5|GABRA4|GABRB2|GABRA6|GABRA1|GABRA3|GABRA2
Beta-D-Glucose	SFTPD|PTGS1|GNPDA1|SMARCA5|NCAN|IFNB1|PYGL|PYGM|NUDT9|LGALS7B|AMY2A|AMY2B|GCK|HK1|LGALS2|MB|SIGLEC1
Prazepam	GABRA6|GABRG3|GABRR1|GABRG1|GABRR3|GABRA4|GABRP|GABRD|GABRE|GABRQ|GABRG2|GABRA5|GABRB1|GABRB2|GABRB3|GABRA1|GABRR2|GABRA3|GABRA2
3-Phosphoglycerol	PFKFB1|ALDOB
3-Amino-8,9,10-Trihydroxy-7-Hydroxymethyl-6-Oxa-1,3-Diaza-Spiro[4.5]Decane-2,4-Dione	PYGM
Rofecoxib	PTGS2|ELN
1-Hydroxy-2-S-Glutathionyl-3-Para-Nitrophenoxy-Propane	GSTM4
4'-FLUORO-1,1'-BIPHENYL-4-CARBOXYLIC ACID	BCL2L1
1,3-CYCLOHEXANEDIOL, 4-METHYLENE-5-[(2E)-[(1S,3AS,7AS)-OCTAHYDRO-1-(5-HYDROXY-5-METHYL-1,3-HEXADIYNYL)-7A-METHYL-4H-INDEN-4-YLIDENE]ETHYLIDENE]-, (1R,3S,5Z)	NCOA1|VDR
CRA_11092	PRSS1
4-[4-(4-Methyl-2-Methylamino-Thiazol-5-Yl)-Pyrimidin-2-Ylamino]-Phenol	CDK2
(2S)-4-(2,5-DIFLUOROPHENYL)-N,N-DIMETHYL-2-PHENYL-2,5-DIHYDRO-1H-PYRROLE-1-CARBOXAMIDE	KIF11
(S)-1-PHENYL-1-[4-(9H-PURIN-6-YL)PHENYL]METHANAMINE	PRKACA|PKIA
2-Phosphoglycolic Acid	PKLR|TPI1|ENO3|ENO2|PKM
Methyclothiazide	CA2|CA1|CA4
Lacosamide	SCN3A
Guvacine	SLC6A13|SLC6A12|SLC6A1
Cisatracurium besylate	CHRNA2
Idarubicin	TOP2A
TM30338	NPY2R|NPY4R
Purvalanol A	SRC|RPS6KA1|CSNK1G3
2-[(PHENYLSULFONYL)AMINO]-5,6,7,8-TETRAHYDRONAPHTHALENE-1-CARBOXYLIC ACID	METAP2
Willardiine	GRIA2
Aplyronine A	ACTA1
Isoetarine	ADRB1|ADRB2
Regadenoson	ADORA2A
N-({(2S)-1-[(3R)-3-amino-4-(3-chlorophenyl)butanoyl]pyrrolidin-2-yl}methyl)-3-(methylsulfonyl)benzamide	DPP4
VP025	IL1B
Leptin	LEPROT
(1S,6BR,9AS,11R,11BR)-9A,11B-DIMETHYL-1-[(METHYLOXY)METHYL]-3,6,9-TRIOXO-1,6,6B,7,8,9,9A,10,11,11B-DECAHYDRO-3H-FURO[4,3,2-DE]INDENO[4,5-H][2]BENZOPYRAN-11-YL ACETATE	PLK1|PIK3CA|PIK3R1|PIK3CG
Bis(5-Amidino-Benzimidazolyl)Methanone Zinc	PRSS1
(3ASR,4RS,8ASR,8BRS)-4-(2-(4-FLUOROBENZYL)-1,3-DIOXODEACAHYDROPYRROLO[3,4-A] PYRROLIZIN-4-YL)BENZAMIDINE	F2
N-Propargyl-1(S)-Aminoindan	MAOB
5--Monophosphate-9-Beta-D-Ribofuranosyl Xanthine	HPRT1|ATIC
(2R)-4-[(8R)-8-METHYL-2-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[1,5-A]PYRAZIN-7(8H)-YL]-4-OXO-1-(2,4,5-TRIFLUOROPHENYL)BUTAN-2-AMINE	DPP4
4-Hydroxy-Aconitate Ion	ACO2
(3E)-3-[(phenylamino)methylidene]dihydrofuran-2(3H)-one	HSP90AA1
Sucralfate	FGF2|FGG|FGA|FGB|EGF
Phenacetin	PTGS1
Doxazosin	ADRA1A|ADRA1B|ADRA1D|KCNH2
5-benzyl-1,3-thiazol-2-amine	PRKACA|PKIA
(10ALPHA,13ALPHA,14BETA,17ALPHA)-17-HYDROXYANDROST-4-EN-3-ONE	AKR1C1|AKR1C2
Guanabenz	ADRA2A|ADRA2B
Darusentan	EDNRA
Diethylpropion	SLC6A3|SLC6A2
2-amino-N-(4-methyl-1,3-thiazol-2-yl)-5-[(4-methyl-4H-1,2,4-triazol-3-yl)sulfanyl]benzamide	GCK
Prazosin	ADRA1A|ADRA1B|ADRA1D|KCNH2|ADRA2A|ADRA2B
4-[(3AS,4R,7R,8AS,8BR)-2-(1,3-BENZODIOXOL-5-YLMETHYL)-7-HYDROXY-1,3-DIOXODECAHYDROPYRROLO[3,4-A]PYRROLIZIN-4-YL]BENZENECARBOXIMIDAMIDE	F2
3-FLUORO-5-MORPHOLIN-4-YL-N-[3-(2-PYRIDIN-4-YLETHYL)-1H-INDOL-5-YL]BENZAMIDE	MAPK14
6-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-(4-MORPHOLINYL)-2-OXO ETHYL]-2-OXO-3-PYRROLIDINYL}-2-NAPHTHALENESULFONAMIDE	F10
ISA247	PPP3R2|PPP3R1
GC-24	THRB
Zafirlukast	CYSLTR1
Sirolimus	MTOR|FGF2|FKBP1A
4-(Hydroxymethyl)Benzamidine	PRSS3
Verdoheme	HMOX1
MIV-701	CTSK
Diltiazem	CACNG1
1-(2-{[(6-AMINO-2-METHYLPYRIDIN-3-YL)METHYL]AMINO}ETHYL)-6-CHLORO-3-[(2,2-DIFLUORO-2-PYRIDIN-2-YLETHYL)AMINO]-1,4-DIHYDROPYRAZIN-2-OL	F2
Hexadecanal	DBI|RHO
Isosorbide Dinitrate	NPR1
FKB-001	FKBP1A
Dextrothyroxine	TPO|THRB|THRA
Trans-2-Phenylcyclopropylamine	PRSS1
Radicicol	HSP90AB1|PDK3|DLAT|HSP90B1
Bitolterol	ADRB2
CRA_10433	PRSS1
Benazepril	ACE
Dapoxetine	HTR1B|HTR1A|HTR2C
1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID	HPGDS
SSR-126517E	F10
Laevulinic Acid	ALAD
4-[4-(4-CHLORO-PHENOXY)-BENZENESULFONYLMETHYL]-TETRAHYDRO-PYRAN-4-CARBOXYLIC ACID HYDROXYAMIDE	MMP13
Cariprazine	HTR2B|DRD2|DRD3|HTR2A|HRH1|HTR1A
UBIQUINONE-2	UQCR10|UQCR11|CYTB|CYC1|UQCRB|UQCRQ|UQCRH|UQCRFS1|UQCRC2|UQCRC1
N'-(Pyrrolidino[2,1-B]Isoindolin-4-On-8-Yl)-N-(Pyridin-2-Yl)Urea	CDK2
Capecitabine	TYMS
Daidzin	ALDH2
Dihydroergotamine	HTR1D|ADRA2A|HTR1B|HTR2B
Enoxaparin	F10|SERPINC1
Coproporphyrin I	UROD
N-(4-PHENYLAMINO-QUINAZOLIN-6-YL)-ACRYLAMIDE	SRC
Lindane	GLRA3|GLRA2|GLRA1|GLRB|GABRB1
(2S)-2-methyl-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine	NOS2
Tofisopam	PDE4A|PDE3A|PDE10A|PDE2A
(R)-1-(4-(4-(HYDROXYMETHYL)-1,3,2-DIOXABOROLAN-2-YL)PHENYL)GUANIDINE	F11
EC145	FOLR1|FOLR2|FOLR3
AVI-4557	HNF4A
